Singular	Plural	S Count	P Count	P %
proprietor	proprietors	11	5	0.3125
fur	furs	11	5	0.3125
ghetto	ghettos	11	5	0.3125
carriage	carriages	11	5	0.3125
attitude	attitudes	106	48	0.311688311688
enterprise	enterprises	31	14	0.311111111111
current	currents	20	9	0.310344827586
judgment	judgments	58	26	0.309523809524
window	windows	119	53	0.308139534884
maid	maids	27	12	0.307692307692
empire	empires	9	4	0.307692307692
clause	clauses	9	4	0.307692307692
radius	radii	9	4	0.307692307692
sewer	sewers	9	4	0.307692307692
designer	designers	18	8	0.307692307692
anecdote	anecdotes	9	4	0.307692307692
brace	braces	9	4	0.307692307692
skiff	skiffs	9	4	0.307692307692
steeple	steeples	9	4	0.307692307692
tide	tides	9	4	0.307692307692
passion	passions	27	12	0.307692307692
count	counts	18	8	0.307692307692
monument	monuments	18	8	0.307692307692
county	counties	70	31	0.306930693069
call	calls	50	22	0.305555555556
merit	merits	25	11	0.305555555556
shade	shades	25	11	0.305555555556
cylinder	cylinders	16	7	0.304347826087
fruit	fruits	32	14	0.304347826087
statue	statues	16	7	0.304347826087
highway	highways	32	14	0.304347826087
portrait	portraits	16	7	0.304347826087
decision	decisions	119	52	0.304093567251
relationship	relationships	87	38	0.304
trend	trends	46	20	0.30303030303
contact	contacts	53	23	0.302631578947
generation	generations	53	23	0.302631578947
authority	authorities	83	36	0.302521008403
check	checks	37	16	0.301886792453
rock	rocks	51	22	0.301369863014
game	games	121	52	0.300578034682
currency	currencies	7	3	0.3
lump	lumps	7	3	0.3
filling	fillings	7	3	0.3
approximation	approximations	7	3	0.3
inventor	inventors	7	3	0.3
ride	rides	14	6	0.3
curse	curses	7	3	0.3
petition	petitions	14	6	0.3
ministry	ministries	7	3	0.3
aerosol	aerosols	7	3	0.3
configuration	configurations	7	3	0.3
expedition	expeditions	14	6	0.3
idiom	idioms	7	3	0.3
bucket	buckets	7	3	0.3
torso	torsos	7	3	0.3
arena	arenas	7	3	0.3
boulder	boulders	7	3	0.3
chimney	chimneys	7	3	0.3
bell	bells	14	6	0.3
positivist	positivists	7	3	0.3
bureaucracy	bureaucracies	7	3	0.3
assertion	assertions	7	3	0.3
fare	fares	7	3	0.3
irritation	irritations	7	3	0.3
yarn	yarns	14	6	0.3
stud	studs	7	3	0.3
piston	pistons	7	3	0.3
strand	strands	7	3	0.3
bulb	bulbs	7	3	0.3
pin	pins	14	6	0.3
distributor	distributors	7	3	0.3
reason	reasons	236	101	0.299703264095
pattern	patterns	110	47	0.299363057325
notion	notions	40	17	0.298245614035
beach	beaches	33	14	0.297872340426
outcome	outcomes	26	11	0.297297297297
injury	injuries	26	11	0.297297297297
curve	curves	45	19	0.296875
companion	companions	19	8	0.296296296296
stand	stands	38	16	0.296296296296
architect	architects	19	8	0.296296296296
grip	grips	19	8	0.296296296296
essay	essays	19	8	0.296296296296
buddy	buddies	12	5	0.294117647059
meadow	meadows	12	5	0.294117647059
substitute	substitutes	12	5	0.294117647059
drop	drops	24	10	0.294117647059
cabinet	cabinets	12	5	0.294117647059
passage	passages	48	20	0.294117647059
bid	bids	12	5	0.294117647059
lens	lenses	12	5	0.294117647059
slide	slides	12	5	0.294117647059
correspondent	correspondents	12	5	0.294117647059
case	cases	353	147	0.294
garden	gardens	46	19	0.292307692308
departure	departures	17	7	0.291666666667
department	departments	61	25	0.290697674419
charge	charges	105	43	0.290540540541
city	cities	259	106	0.290410958904
convention	conventions	22	9	0.290322580645
attempt	attempts	71	29	0.29
gun	guns	98	40	0.289855072464
truck	trucks	54	22	0.289473684211
purchase	purchases	32	13	0.288888888889
crime	crimes	32	13	0.288888888889
writing	writings	37	15	0.288461538462
form	forms	301	122	0.28841607565
pocket	pockets	42	17	0.28813559322
brain	brains	42	17	0.28813559322
car	cars	270	109	0.287598944591
disability	disabilities	5	2	0.285714285714
strike	strikes	25	10	0.285714285714
fortress	fortresses	5	2	0.285714285714
dialect	dialects	10	4	0.285714285714
delicacy	delicacies	5	2	0.285714285714
swamp	swamps	5	2	0.285714285714
menu	menus	5	2	0.285714285714
pro	pros	5	2	0.285714285714
battlefield	battlefields	5	2	0.285714285714
post	posts	55	22	0.285714285714
flood	floods	15	6	0.285714285714
banister	banisters	5	2	0.285714285714
teaching	teachings	15	6	0.285714285714
orator	orators	5	2	0.285714285714
mat	mats	5	2	0.285714285714
opportunity	opportunities	120	48	0.285714285714
container	containers	10	4	0.285714285714
texture	textures	15	6	0.285714285714
fairway	fairways	5	2	0.285714285714
canoe	canoes	5	2	0.285714285714
longing	longings	5	2	0.285714285714
ration	rations	10	4	0.285714285714
burning	burnings	5	2	0.285714285714
scout	scouts	5	2	0.285714285714
clock	clocks	20	8	0.285714285714
conviction	convictions	50	20	0.285714285714
tapestry	tapestries	5	2	0.285714285714
developer	developers	5	2	0.285714285714
saint	saints	10	4	0.285714285714
needle	needles	15	6	0.285714285714
double	doubles	10	4	0.285714285714
commentary	commentaries	5	2	0.285714285714
blend	blends	5	2	0.285714285714
prescription	prescriptions	5	2	0.285714285714
composition	compositions	25	10	0.285714285714
mob	mobs	10	4	0.285714285714
clash	clashes	5	2	0.285714285714
rally	rallies	5	2	0.285714285714
modifier	modifiers	5	2	0.285714285714
peddler	peddlers	5	2	0.285714285714
installment	installments	5	2	0.285714285714
mode	modes	20	8	0.285714285714
bogey	bogeys	5	2	0.285714285714
polyester	polyesters	5	2	0.285714285714
bum	bums	5	2	0.285714285714
balcony	balconies	5	2	0.285714285714
property	properties	153	61	0.285046728972
company	companies	218	86	0.282894736842
gate	gates	33	13	0.282608695652
sentence	sentences	33	13	0.282608695652
calendar	calendars	28	11	0.282051282051
electron	electrons	28	11	0.282051282051
quality	qualities	112	44	0.282051282051
function	functions	107	42	0.281879194631
story	stories	148	58	0.281553398058
congregation	congregations	46	18	0.28125
heaven	heavens	23	9	0.28125
communication	communications	64	25	0.280898876404
street	streets	146	57	0.28078817734
content	contents	41	16	0.280701754386
advance	advances	41	16	0.280701754386
cause	causes	77	30	0.280373831776
wheel	wheels	54	21	0.28
mark	marks	36	14	0.28
bundle	bundles	18	7	0.28
chicken	chickens	31	12	0.279069767442
composer	composers	31	12	0.279069767442
right	rights	179	69	0.278225806452
gradient	gradients	13	5	0.277777777778
bat	bats	13	5	0.277777777778
receiver	receivers	13	5	0.277777777778
legend	legends	26	10	0.277777777778
conditioner	conditioners	13	5	0.277777777778
tub	tubs	13	5	0.277777777778
picture	pictures	159	61	0.277272727273
mine	mines	55	21	0.276315789474
occasion	occasions	58	22	0.275
frame	frames	69	26	0.273684210526
program	programs	367	138	0.273267326733
wreath	wreaths	8	3	0.272727272727
plow	plows	8	3	0.272727272727
swing	swings	8	3	0.272727272727
scrap	scraps	8	3	0.272727272727
antique	antiques	8	3	0.272727272727
census	censuses	8	3	0.272727272727
pillow	pillows	8	3	0.272727272727
talk	talks	40	15	0.272727272727
rent	rents	8	3	0.272727272727
kilometer	kilometers	8	3	0.272727272727
spark	sparks	8	3	0.272727272727
island	islands	32	12	0.272727272727
residue	residues	8	3	0.272727272727
bloom	blooms	8	3	0.272727272727
caliber	calibers	8	3	0.272727272727
hostess	hostesses	8	3	0.272727272727
mask	masks	8	3	0.272727272727
application	applications	64	24	0.272727272727
kiss	kisses	8	3	0.272727272727
successor	successors	16	6	0.272727272727
freshman	freshmen	8	3	0.272727272727
umbrella	umbrellas	8	3	0.272727272727
accompaniment	accompaniments	8	3	0.272727272727
catalogue	catalogues	8	3	0.272727272727
veil	veils	8	3	0.272727272727
court	courts	118	44	0.271604938272
rifle	rifles	59	22	0.271604938272
movement	movements	124	46	0.270588235294
polynomial	polynomials	27	10	0.27027027027
advantage	advantages	73	27	0.27
hero	heroes	46	17	0.269841269841
vector	vectors	19	7	0.269230769231
slope	slopes	19	7	0.269230769231
selection	selections	38	14	0.269230769231
joke	jokes	19	7	0.269230769231
trap	traps	19	7	0.269230769231
language	languages	106	39	0.268965517241
church	churches	223	82	0.268852459016
shelter	shelters	68	25	0.268817204301
increase	increases	112	41	0.267973856209
distinction	distinctions	41	15	0.267857142857
instance	instances	82	30	0.267857142857
belief	beliefs	63	23	0.267441860465
cult	cults	11	4	0.266666666667
wine	wines	66	24	0.266666666667
engagement	engagements	22	8	0.266666666667
phase	phases	66	24	0.266666666667
port	ports	11	4	0.266666666667
drain	drains	11	4	0.266666666667
airport	airports	11	4	0.266666666667
contest	contests	22	8	0.266666666667
barrel	barrels	22	8	0.266666666667
lane	lanes	11	4	0.266666666667
register	registers	11	4	0.266666666667
rabbit	rabbits	11	4	0.266666666667
frustration	frustrations	11	4	0.266666666667
trip	trips	80	29	0.266055045872
engine	engines	47	17	0.265625
union	unions	78	28	0.264150943396
depth	depths	53	19	0.263888888889
contract	contracts	53	19	0.263888888889
width	widths	14	5	0.263157894737
lawn	lawns	14	5	0.263157894737
monopoly	monopolies	14	5	0.263157894737
survey	surveys	28	10	0.263157894737
administrator	administrators	14	5	0.263157894737
pie	pies	14	5	0.263157894737
volume	volumes	115	41	0.262820512821
point	points	349	124	0.262156448203
response	responses	76	27	0.26213592233
protest	protests	17	6	0.260869565217
prize	prizes	17	6	0.260869565217
height	heights	34	12	0.260869565217
paint	paints	17	6	0.260869565217
pastor	pastors	17	6	0.260869565217
sister	sisters	34	12	0.260869565217
play	plays	88	31	0.260504201681
bank	banks	54	19	0.260273972603
motel	motels	20	7	0.259259259259
threat	threats	40	14	0.259259259259
pitcher	pitchers	20	7	0.259259259259
queen	queens	20	7	0.259259259259
pipe	pipes	20	7	0.259259259259
sum	sums	43	15	0.258620689655
explanation	explanations	43	15	0.258620689655
level	levels	195	68	0.25855513308
color	colors	132	46	0.258426966292
discussion	discussions	89	31	0.258333333333
league	leagues	23	8	0.258064516129
reaction	reactions	121	42	0.257668711656
vote	votes	49	17	0.257575757576
blanket	blankets	29	10	0.25641025641
conference	conferences	61	21	0.256097560976
gift	gifts	32	11	0.255813953488
coating	coatings	35	12	0.255319148936
concern	concerns	85	29	0.254385964912
detective	detectives	47	16	0.253968253968
gain	gains	50	17	0.253731343284
drink	drinks	56	19	0.253333333333
answer	answers	107	36	0.251748251748
inning	innings	12	4	0.25
dissolution	dissolutions	3	1	0.25
leash	leashes	3	1	0.25
pigment	pigments	9	3	0.25
winder	winders	3	1	0.25
constituency	constituencies	3	1	0.25
splinter	splinters	3	1	0.25
orthography	orthographies	6	2	0.25
composite	composites	3	1	0.25
oxide	oxides	3	1	0.25
exterior	exteriors	3	1	0.25
farce	farces	3	1	0.25
harmony	harmonies	21	7	0.25
hypocrisy	hypocrisies	6	2	0.25
combination	combinations	57	19	0.25
township	townships	3	1	0.25
telescope	telescopes	3	1	0.25
deformity	deformities	3	1	0.25
shipper	shippers	3	1	0.25
playwright	playwrights	3	1	0.25
traveller	travellers	3	1	0.25
filibuster	filibusters	3	1	0.25
menarche	menarches	3	1	0.25
achievement	achievements	57	19	0.25
boxcar	boxcars	6	2	0.25
phonograph	phonographs	3	1	0.25
coil	coils	6	2	0.25
bodybuilder	bodybuilders	6	2	0.25
rapture	raptures	3	1	0.25
chandelier	chandeliers	3	1	0.25
morsel	morsels	3	1	0.25
cushion	cushions	6	2	0.25
hydrocarbon	hydrocarbons	3	1	0.25
pastel	pastels	3	1	0.25
orthodontist	orthodontists	9	3	0.25
jelly	jellies	3	1	0.25
canyon	canyons	6	2	0.25
commission	commissions	27	9	0.25
idol	idols	6	2	0.25
catch	catches	3	1	0.25
physician	physicians	15	5	0.25
specter	specters	3	1	0.25
incentive	incentives	12	4	0.25
hunt	hunts	3	1	0.25
bore	bores	3	1	0.25
nitrate	nitrates	3	1	0.25
cord	cords	6	2	0.25
conformation	conformations	3	1	0.25
splash	splashes	3	1	0.25
safeguard	safeguards	3	1	0.25
duel	duels	3	1	0.25
scream	screams	6	2	0.25
constriction	constrictions	3	1	0.25
disruption	disruptions	3	1	0.25
precedent	precedents	9	3	0.25
claret	clarets	3	1	0.25
chair	chairs	66	22	0.25
coop	coops	3	1	0.25
yeast	yeasts	3	1	0.25
domain	domains	9	3	0.25
blast	blasts	12	4	0.25
incitement	incitements	3	1	0.25
bonfire	bonfires	3	1	0.25
outpost	outposts	3	1	0.25
homecoming	homecomings	3	1	0.25
generality	generalities	3	1	0.25
turret	turrets	3	1	0.25
dove	doves	3	1	0.25
aviator	aviators	3	1	0.25
grandson	grandsons	3	1	0.25
watercolor	watercolors	9	3	0.25
shield	shields	6	2	0.25
sod	sods	3	1	0.25
halt	halts	3	1	0.25
album	albums	6	2	0.25
balloon	balloons	9	3	0.25
quart	quarts	3	1	0.25
reprisal	reprisals	3	1	0.25
folly	follies	6	2	0.25
coconut	coconuts	6	2	0.25
correction	corrections	3	1	0.25
dialectic	dialectics	6	2	0.25
tract	tracts	15	5	0.25
shooter	shooters	3	1	0.25
partisan	partisans	3	1	0.25
quantity	quantities	33	11	0.25
forage	forages	3	1	0.25
going	goings	3	1	0.25
lighter	lighters	3	1	0.25
regret	regrets	3	1	0.25
turkey	turkeys	3	1	0.25
lioness	lionesses	3	1	0.25
forearm	forearms	3	1	0.25
schoolboy	schoolboys	3	1	0.25
bronc	broncs	3	1	0.25
vest	vests	3	1	0.25
par	pars	9	3	0.25
depot	depots	3	1	0.25
tablespoonful	tablespoonfuls	3	1	0.25
clam	clams	3	1	0.25
tower	towers	12	4	0.25
decimal	decimals	3	1	0.25
showman	showmen	3	1	0.25
spasm	spasms	3	1	0.25
contingent	contingents	3	1	0.25
poise	poises	6	2	0.25
fantasy	fantasies	12	4	0.25
secretion	secretions	3	1	0.25
tripod	tripods	3	1	0.25
thorn	thorns	3	1	0.25
liar	liars	3	1	0.25
washing	washings	6	2	0.25
stimulus	stimuli	15	5	0.25
joiner	joiners	3	1	0.25
chuckle	chuckles	3	1	0.25
aptitude	aptitudes	3	1	0.25
raft	rafts	3	1	0.25
flaw	flaws	3	1	0.25
doom	dooms	3	1	0.25
chaplain	chaplains	3	1	0.25
parable	parables	3	1	0.25
ordinance	ordinances	9	3	0.25
ensemble	ensembles	9	3	0.25
extrapolation	extrapolations	3	1	0.25
prodigy	prodigies	3	1	0.25
slicker	slickers	3	1	0.25
involution	involutions	9	3	0.25
occurrence	occurrences	30	10	0.25
mosaic	mosaics	3	1	0.25
ventricle	ventricles	3	1	0.25
schema	schemata	3	1	0.25
utopia	utopias	3	1	0.25
anaconda	anacondas	12	4	0.25
mentality	mentalities	3	1	0.25
promenade	promenades	3	1	0.25
dentist	dentists	12	4	0.25
forerunner	forerunners	3	1	0.25
agglutinin	agglutinins	6	2	0.25
fine	fines	6	2	0.25
thoroughfare	thoroughfares	3	1	0.25
feeding	feedings	3	1	0.25
banner	banners	6	2	0.25
distraction	distractions	3	1	0.25
creator	creators	6	2	0.25
preamble	preambles	3	1	0.25
solo	solos	6	2	0.25
presumption	presumptions	3	1	0.25
pocketbook	pocketbooks	3	1	0.25
dissension	dissensions	3	1	0.25
cinch	cinches	3	1	0.25
pilgrim	pilgrims	3	1	0.25
enrollment	enrollments	6	2	0.25
guide	guides	18	6	0.25
fountain	fountains	12	4	0.25
discourse	discourses	6	2	0.25
necessity	necessities	39	13	0.25
salve	salves	3	1	0.25
tablet	tablets	3	1	0.25
contractor	contractors	6	2	0.25
depravity	depravities	3	1	0.25
insert	inserts	3	1	0.25
chambermaid	chambermaids	3	1	0.25
carload	carloads	3	1	0.25
perception	perceptions	27	9	0.25
pegboard	pegboards	6	2	0.25
roundup	roundups	3	1	0.25
cafe	cafes	15	5	0.25
breakup	breakups	3	1	0.25
subsidiary	subsidiaries	6	2	0.25
x-ray	x-rays	6	2	0.25
carpenter	carpenters	6	2	0.25
outfielder	outfielders	3	1	0.25
invalid	invalids	3	1	0.25
marvel	marvels	3	1	0.25
compact	compacts	3	1	0.25
interchange	interchanges	6	2	0.25
proctor	proctors	3	1	0.25
torture	tortures	3	1	0.25
trough	troughs	3	1	0.25
assemblage	assemblages	3	1	0.25
bleeding	bleedings	3	1	0.25
troupe	troupes	3	1	0.25
intercept	intercepts	3	1	0.25
carbine	carbines	6	2	0.25
impressionist	impressionists	3	1	0.25
germ	germs	3	1	0.25
tunnel	tunnels	9	3	0.25
covenant	covenants	3	1	0.25
enlargement	enlargements	3	1	0.25
lock	locks	21	7	0.25
lamp	lamps	18	6	0.25
maladjustment	maladjustments	6	2	0.25
communicator	communicators	3	1	0.25
counter	counters	24	8	0.25
brood	broods	9	3	0.25
orange	oranges	9	3	0.25
university	universities	90	30	0.25
red	reds	6	2	0.25
excavation	excavations	3	1	0.25
cabin	cabins	21	7	0.25
scaffolding	scaffoldings	3	1	0.25
cartoonist	cartoonists	3	1	0.25
reproduction	reproductions	6	2	0.25
fermentation	fermentations	3	1	0.25
clip	clips	6	2	0.25
manor	manors	3	1	0.25
introject	introjects	3	1	0.25
planter	planters	6	2	0.25
pitfall	pitfalls	3	1	0.25
handgun	handguns	3	1	0.25
nightingale	nightingales	3	1	0.25
packet	packets	3	1	0.25
lifeboat	lifeboats	3	1	0.25
trademark	trademarks	3	1	0.25
twinge	twinges	3	1	0.25
homer	homers	9	3	0.25
ringing	ringings	3	1	0.25
helper	helpers	6	2	0.25
coronary	coronaries	3	1	0.25
pedal	pedals	3	1	0.25
reckoning	reckonings	3	1	0.25
throne	thrones	3	1	0.25
chick	chicks	3	1	0.25
stairway	stairways	6	2	0.25
pear	pears	6	2	0.25
homemaker	homemakers	3	1	0.25
socket	sockets	3	1	0.25
exacerbation	exacerbations	3	1	0.25
ridge	ridges	12	4	0.25
grapevine	grapevines	3	1	0.25
mutiny	mutinies	3	1	0.25
storehouse	storehouses	3	1	0.25
mast	masts	6	2	0.25
fledgling	fledglings	3	1	0.25
exclamation	exclamations	6	2	0.25
stab	stabs	3	1	0.25
commencement	commencements	3	1	0.25
group	groups	377	125	0.249003984064
trial	trials	118	39	0.248407643312
speech	speeches	61	20	0.246913580247
wagon	wagons	52	17	0.246376811594
shop	shops	49	16	0.246153846154
operator	operators	49	16	0.246153846154
artery	arteries	46	15	0.245901639344
flight	flights	43	14	0.245614035088
cup	cups	43	14	0.245614035088
chapter	chapters	37	12	0.244897959184
restaurant	restaurants	37	12	0.244897959184
film	films	93	30	0.243902439024
paper	papers	152	49	0.243781094527
setting	settings	28	9	0.243243243243
ground	grounds	168	54	0.243243243243
verse	verses	28	9	0.243243243243
tension	tensions	56	18	0.243243243243
name	names	272	87	0.242339832869
personality	personalities	47	15	0.241935483871
park	parks	47	15	0.241935483871
railroad	railroads	47	15	0.241935483871
path	paths	44	14	0.241379310345
tractor	tractors	22	7	0.241379310345
sentiment	sentiments	22	7	0.241379310345
fault	faults	22	7	0.241379310345
system	systems	393	125	0.241312741313
role	roles	104	33	0.240875912409
tissue	tissues	41	13	0.240740740741
session	sessions	79	25	0.240384615385
hope	hopes	98	31	0.240310077519
package	packages	19	6	0.24
cottage	cottages	19	6	0.24
motion	motions	54	17	0.239436619718
track	tracks	35	11	0.239130434783
incident	incidents	35	11	0.239130434783
law	laws	277	87	0.239010989011
sin	sins	51	16	0.238805970149
key	keys	51	16	0.238805970149
food	foods	134	42	0.238636363636
uncertainty	uncertainties	16	5	0.238095238095
tile	tiles	16	5	0.238095238095
mortgage	mortgages	16	5	0.238095238095
transfer	transfers	32	10	0.238095238095
shape	shapes	77	24	0.237623762376
preparation	preparations	45	14	0.237288135593
structure	structures	90	28	0.237288135593
doctor	doctors	87	27	0.236842105263
notice	notices	29	9	0.236842105263
lot	lots	123	38	0.23602484472
complexity	complexities	13	4	0.235294117647
cereal	cereals	13	4	0.235294117647
treaty	treaties	13	4	0.235294117647
character	characters	117	36	0.235294117647
venture	ventures	13	4	0.235294117647
title	titles	52	16	0.235294117647
reward	rewards	13	4	0.235294117647
image	images	117	36	0.235294117647
toilet	toilets	13	4	0.235294117647
carpet	carpets	13	4	0.235294117647
analogy	analogies	13	4	0.235294117647
contradiction	contradictions	13	4	0.235294117647
rug	rugs	13	4	0.235294117647
computer	computers	13	4	0.235294117647
pit	pits	13	4	0.235294117647
concept	concepts	85	26	0.234234234234
pond	ponds	23	7	0.233333333333
road	roads	178	54	0.23275862069
glass	glasses	96	29	0.232
disease	diseases	53	16	0.231884057971
aggression	aggressions	10	3	0.230769230769
herd	herds	20	6	0.230769230769
symphony	symphonies	10	3	0.230769230769
disturbance	disturbances	10	3	0.230769230769
manager	managers	80	24	0.230769230769
zone	zones	10	3	0.230769230769
prediction	predictions	10	3	0.230769230769
conversion	conversions	20	6	0.230769230769
soil	soils	50	15	0.230769230769
infant	infants	10	3	0.230769230769
reservoir	reservoirs	10	3	0.230769230769
pitch	pitches	20	6	0.230769230769
location	locations	60	18	0.230769230769
gang	gangs	20	6	0.230769230769
account	accounts	90	27	0.230769230769
spur	spurs	10	3	0.230769230769
thumb	thumbs	10	3	0.230769230769
drunk	drunks	10	3	0.230769230769
corporation	corporations	70	21	0.230769230769
party	parties	194	58	0.230158730159
enemy	enemies	87	26	0.230088495575
policy	policies	221	66	0.229965156794
neighborhood	neighborhoods	57	17	0.22972972973
stage	stages	171	51	0.22972972973
view	views	165	49	0.228971962617
wind	winds	54	16	0.228571428571
reading	readings	54	16	0.228571428571
territory	territories	27	8	0.228571428571
examination	examinations	27	8	0.228571428571
bench	benches	27	8	0.228571428571
desire	desires	68	20	0.227272727273
cap	caps	17	5	0.227272727273
candle	candles	17	5	0.227272727273
schedule	schedules	34	10	0.227272727273
process	processes	194	57	0.227091633466
marriage	marriages	92	27	0.226890756303
wire	wires	41	12	0.22641509434
dance	dances	65	19	0.22619047619
tail	tails	24	7	0.225806451613
show	shows	72	21	0.225806451613
assignment	assignments	62	18	0.225
criticism	criticisms	38	11	0.224489795918
theater	theaters	38	11	0.224489795918
sweater	sweaters	14	4	0.222222222222
reach	reaches	14	4	0.222222222222
deck	decks	21	6	0.222222222222
rental	rentals	7	2	0.222222222222
speck	specks	7	2	0.222222222222
bargain	bargains	7	2	0.222222222222
exemption	exemptions	7	2	0.222222222222
photocathode	photocathodes	7	2	0.222222222222
amusement	amusements	7	2	0.222222222222
marine	marines	35	10	0.222222222222
yearning	yearnings	7	2	0.222222222222
graveyard	graveyards	7	2	0.222222222222
manipulation	manipulations	7	2	0.222222222222
assembly	assemblies	21	6	0.222222222222
deviation	deviations	14	4	0.222222222222
grudge	grudges	7	2	0.222222222222
collision	collisions	7	2	0.222222222222
coal	coals	28	8	0.222222222222
distortion	distortions	7	2	0.222222222222
superstition	superstitions	7	2	0.222222222222
grocery	groceries	7	2	0.222222222222
lease	leases	7	2	0.222222222222
fresco	frescos	7	2	0.222222222222
penalty	penalties	14	4	0.222222222222
lion	lions	14	4	0.222222222222
suffering	sufferings	14	4	0.222222222222
dessert	desserts	7	2	0.222222222222
rack	racks	7	2	0.222222222222
heir	heirs	7	2	0.222222222222
meet	meets	7	2	0.222222222222
beast	beasts	7	2	0.222222222222
publication	publications	49	14	0.222222222222
royalty	royalties	7	2	0.222222222222
transport	transports	14	4	0.222222222222
instinct	instincts	14	4	0.222222222222
emperor	emperors	7	2	0.222222222222
platoon	platoons	7	2	0.222222222222
valuation	valuations	7	2	0.222222222222
scene	scenes	102	29	0.221374045802
field	fields	241	68	0.220064724919
conception	conceptions	32	9	0.219512195122
pair	pairs	50	14	0.21875
act	acts	93	26	0.218487394958
tournament	tournaments	18	5	0.217391304348
sacrifice	sacrifices	18	5	0.217391304348
classroom	classrooms	18	5	0.217391304348
stretch	stretches	18	5	0.217391304348
workshop	workshops	18	5	0.217391304348
coach	coaches	18	5	0.217391304348
brick	bricks	18	5	0.217391304348
priority	priorities	18	5	0.217391304348
promise	promises	36	10	0.217391304348
science	sciences	105	29	0.216417910448
club	clubs	69	19	0.215909090909
appetite	appetites	11	3	0.214285714286
file	files	44	12	0.214285714286
nigger	niggers	11	3	0.214285714286
assessment	assessments	22	6	0.214285714286
camp	camps	66	18	0.214285714286
discovery	discoveries	33	9	0.214285714286
evil	evils	33	9	0.214285714286
crisis	crises	77	21	0.214285714286
proclamation	proclamations	11	3	0.214285714286
revelation	revelations	11	3	0.214285714286
equation	equations	33	9	0.214285714286
sovereign	sovereigns	11	3	0.214285714286
side	sides	365	99	0.213362068966
performance	performances	122	33	0.212903225806
suspicion	suspicions	26	7	0.212121212121
belt	belts	26	7	0.212121212121
state	states	524	141	0.212030075188
job	jobs	236	63	0.210702341137
encounter	encounters	15	4	0.210526315789
strain	strains	30	8	0.210526315789
glimpse	glimpses	15	4	0.210526315789
palace	palaces	15	4	0.210526315789
rope	ropes	15	4	0.210526315789
onion	onions	15	4	0.210526315789
novelist	novelists	15	4	0.210526315789
bridge	bridges	79	21	0.21
it	its	6722	1780	0.20936250294
seat	seats	53	14	0.208955223881
editorial	editorials	38	10	0.208333333333
sauce	sauces	19	5	0.208333333333
lid	lids	19	5	0.208333333333
timber	timbers	19	5	0.208333333333
murderer	murderers	19	5	0.208333333333
spirit	spirits	160	42	0.207920792079
reply	replies	23	6	0.206896551724
fortune	fortunes	23	6	0.206896551724
board	boards	165	43	0.206730769231
table	tables	146	38	0.20652173913
situation	situations	196	51	0.206477732794
score	scores	50	13	0.206349206349
mass	masses	81	21	0.205882352941
weekend	weekends	27	7	0.205882352941
team	teams	81	21	0.205882352941
opening	openings	27	7	0.205882352941
chamber	chambers	31	8	0.205128205128
number	numbers	466	120	0.204778156997
human	humans	35	9	0.204545454545
center	centers	175	45	0.204545454545
consumer	consumers	35	9	0.204545454545
success	successes	86	22	0.203703703704
stone	stones	47	12	0.203389830508
village	villages	47	12	0.203389830508
hat	hats	55	14	0.202898550725
visit	visits	59	15	0.202702702703
message	messages	63	16	0.20253164557
sound	sounds	126	32	0.20253164557
interest	interests	320	81	0.201995012469
pardon	pardons	4	1	0.2
must	musts	4	1	0.2
actuality	actualities	8	2	0.2
modulation	modulations	4	1	0.2
move	moves	36	9	0.2
revolt	revolts	8	2	0.2
mountainside	mountainsides	4	1	0.2
interruption	interruptions	8	2	0.2
maniac	maniacs	4	1	0.2
cycle	cycles	24	6	0.2
peril	perils	8	2	0.2
quarterback	quarterbacks	4	1	0.2
affirmation	affirmations	4	1	0.2
screening	screenings	4	1	0.2
bad	bads	4	1	0.2
fair	fairs	4	1	0.2
embroidery	embroideries	4	1	0.2
bereavement	bereavements	4	1	0.2
exile	exiles	4	1	0.2
unfortunate	unfortunates	4	1	0.2
pick	picks	4	1	0.2
integer	integers	4	1	0.2
cowhand	cowhands	4	1	0.2
sponge	sponges	4	1	0.2
violinist	violinists	4	1	0.2
exposition	expositions	4	1	0.2
repository	repositories	4	1	0.2
cowboy	cowboys	16	4	0.2
rim	rims	4	1	0.2
panorama	panoramas	4	1	0.2
jealousy	jealousies	4	1	0.2
extremity	extremities	4	1	0.2
limousine	limousines	4	1	0.2
textbook	textbooks	4	1	0.2
newsletter	newsletters	4	1	0.2
republic	republics	8	2	0.2
dip	dips	4	1	0.2
appeal	appeals	48	12	0.2
address	addresses	68	17	0.2
skirmish	skirmishes	4	1	0.2
civilian	civilians	8	2	0.2
breakthrough	breakthroughs	4	1	0.2
interferometer	interferometers	4	1	0.2
eagle	eagles	4	1	0.2
derivation	derivations	4	1	0.2
consultation	consultations	8	2	0.2
rival	rivals	4	1	0.2
say	says	4	1	0.2
pastime	pastimes	4	1	0.2
appraisal	appraisals	8	2	0.2
immorality	immoralities	4	1	0.2
urge	urges	8	2	0.2
scoreboard	scoreboards	4	1	0.2
black	blacks	8	2	0.2
lethargy	lethargies	4	1	0.2
characterization	characterizations	8	2	0.2
colony	colonies	28	7	0.2
indulgence	indulgences	4	1	0.2
declaration	declarations	8	2	0.2
fender	fenders	4	1	0.2
gelding	geldings	4	1	0.2
assist	assists	4	1	0.2
milestone	milestones	4	1	0.2
polish	polishes	4	1	0.2
